date,country,province,cumulative_confirmed,daily_confirmed,cumulative_deaths,daily_deaths,cumulative_recovered,daily_recovered
2020-02-19,China,Anhui,986,4.0,6,0.0,413.0,52.0
2020-02-20,China,Anhui,987,1.0,6,0.0,474.0,61.0
2020-02-21,China,Anhui,988,1.0,6,0.0,539.0,65.0
2020-02-22,China,Anhui,989,1.0,6,0.0,597.0,58.0
2020-02-23,China,Anhui,989,0.0,6,0.0,637.0,40.0
2020-02-24,China,Anhui,989,0.0,6,0.0,663.0,26.0
2020-02-25,China,Anhui,989,0.0,6,0.0,712.0,49.0
2020-02-26,China,Anhui,989,0.0,6,0.0,744.0,32.0
2020-02-27,China,Anhui,989,0.0,6,0.0,792.0,48.0
2020-02-28,China,Anhui,990,1.0,6,0.0,821.0,29.0
2020-02-29,China,Anhui,990,0.0,6,0.0,868.0,47.0
2020-03-01,China,Anhui,990,0.0,6,0.0,873.0,5.0
2020-03-02,China,Anhui,990,0.0,6,0.0,917.0,44.0
2020-03-03,China,Anhui,990,0.0,6,0.0,936.0,19.0
2020-03-04,China,Anhui,990,0.0,6,0.0,956.0,20.0
2020-03-05,China,Anhui,990,0.0,6,0.0,970.0,14.0
2020-03-06,China,Anhui,990,0.0,6,0.0,979.0,9.0
2020-03-07,China,Anhui,990,0.0,6,0.0,979.0,0.0
2020-03-08,China,Anhui,990,0.0,6,0.0,984.0,5.0
2020-03-09,China,Anhui,990,0.0,6,0.0,984.0,0.0
2020-03-10,China,Anhui,990,0.0,6,0.0,984.0,0.0
2020-03-11,China,Anhui,990,0.0,6,0.0,984.0,0.0
2020-03-12,China,Anhui,990,0.0,6,0.0,984.0,0.0
2020-03-13,China,Anhui,990,0.0,6,0.0,984.0,0.0
2020-03-14,China,Anhui,990,0.0,6,0.0,984.0,0.0
2020-03-15,China,Anhui,990,0.0,6,0.0,984.0,0.0
2020-03-16,China,Anhui,990,0.0,6,0.0,984.0,0.0
2020-03-17,China,Anhui,990,0.0,6,0.0,984.0,0.0
2020-03-18,China,Anhui,990,0.0,6,0.0,984.0,0.0
2020-03-19,China,Anhui,990,0.0,6,0.0,984.0,0.0
2020-03-20,China,Anhui,990,0.0,6,0.0,984.0,0.0
2020-03-21,China,Anhui,990,0.0,6,0.0,984.0,0.0
2020-03-22,China,Anhui,990,0.0,6,0.0,984.0,0.0
2020-03-23,China,Anhui,990,0.0,6,0.0,984.0,0.0
2020-03-24,China,Anhui,990,0.0,6,0.0,984.0,0.0
2020-03-25,China,Anhui,990,0.0,6,0.0,984.0,0.0
2020-03-26,China,Anhui,990,0.0,6,0.0,984.0,0.0
2020-03-27,China,Anhui,990,0.0,6,0.0,984.0,0.0
2020-03-28,China,Anhui,990,0.0,6,0.0,984.0,0.0
2020-03-29,China,Anhui,990,0.0,6,0.0,984.0,0.0
2020-03-30,China,Anhui,990,0.0,6,0.0,984.0,0.0
2020-03-31,China,Anhui,990,0.0,6,0.0,984.0,0.0
2020-04-01,China,Anhui,990,0.0,6,0.0,984.0,0.0
2020-04-02,China,Anhui,990,0.0,6,0.0,984.0,0.0
2020-04-03,China,Anhui,990,0.0,6,0.0,984.0,0.0
2020-04-04,China,Anhui,990,0.0,6,0.0,984.0,0.0
2020-04-05,China,Anhui,990,0.0,6,0.0,984.0,0.0
2020-04-06,China,Anhui,990,0.0,6,0.0,984.0,0.0
